DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,clean
0,0,33088,0,0,81920,0,10,5,5,860,1048576,0.0
4384,28,320,112000,177,4096,6,9,4,6,1080,262144,1.0
53612,56,320,7744,126,4096,6,9,4,6,1040,262144,1.0
4128,28,320,470080,153,496064,6,10,5,6,75784,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
4208,28,320,7072,51,4096,6,9,4,6,6720,262144,1.0
6512,28,1344,6432,80,0,6,9,3,6,1032,262144,1.0
96272,56,320,5148,901,4096,6,9,4,6,109008,262144,1.0
5520,28,0,392192,3598,4096,5,7,3,5,27648,262144,0.0
5312,28,32768,0,0,4096,5,7,3,5,173056,262144,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,4096,4,6,3,4,5242,1048576,0.0
131072,28,1344,131104,57,0,6,9,4,6,1016,262144,1.0
297728,56,320,293172,177,4096,6,9,5,6,4512,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
8240,28,1344,8112,114,0,6,9,3,6,1048,262144,1.0
85080,56,320,78544,1242,4096,6,9,4,6,4208,262144,1.0
91904,56,33088,0,0,4096,6,9,4,6,2032,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,1536,1048576,0.0
4528,28,320,32336,179,4096,6,9,4,6,2968,262144,1.0
0,0,0,0,0,12288,0,6,4,4,10656,1048576,0.0
19596,56,320,18088,191,4096,6,9,5,6,1072,262144,1.0
123824,56,33088,144096,83,122880,0,12,5,5,1902072,1048576,0.0
5136,28,320,132400,12984,4096,6,9,4,6,1336,262144,1.0
4368,28,1344,43328,164,4096,6,9,4,6,1312,262144,1.0
132032,28,33088,0,0,131072,0,9,6,5,1848,1048576,0.0
0,0,33088,0,0,0,0,10,3,5,16256,1048576,0.0
4416,28,320,37920,374,4096,6,9,4,6,1848,262144,1.0
60224,56,320,8652,73,4096,6,9,4,6,1296,262144,1.0
7168,28,1344,7088,79,0,6,9,3,6,1016,262144,1.0
0,0,0,29632,68,28672,0,6,4,4,1136,1048576,0.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
5824,28,33088,0,0,4096,6,9,4,6,214568,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,4,2,3,4,0,1048576,0.0
4752,28,320,134320,107,4096,6,9,4,6,4520,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1236008,262144,1.0
4432,28,320,36000,6918,4096,6,9,4,6,960,262144,1.0
4816,28,320,73536,256,4096,6,9,4,6,98640,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4272,28,320,11280,378,4096,6,9,4,6,992,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4512,28,320,42480,218,4096,6,9,4,6,1024,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,6976,1048576,0.0
62676,56,320,4572,184,4096,6,9,5,6,1984,262144,1.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
514184,56,320,504332,198,4096,6,9,5,6,1824,262144,1.0
0,0,0,0,0,32768,3,6,4,4,20000,1048576,0.0
0,0,0,13264,69,12288,0,6,4,4,12996,1048576,0.0
5488,28,320,242896,1141,4096,6,9,4,6,39608,262144,1.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
0,0,0,0,0,17492,0,5,4,4,0,1048576,0.0
0,0,32768,0,0,73728,0,9,4,5,2656,1048576,0.0
4752,28,320,89408,161,4096,6,9,4,6,3080,262144,1.0
4624,28,320,47120,78,4096,6,9,4,6,1136,262144,1.0
71748,56,320,4536,1612,4096,6,9,4,6,2136,262144,1.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
369624,56,320,367468,189,4096,6,9,6,6,6240,262144,1.0
5216,28,320,124640,164,4096,6,9,4,6,464264,262144,1.0
53248,28,320,0,0,49820,0,14,8,6,180948,1048576,0.0
4992,28,320,138432,3034,4096,6,9,4,6,12912,262144,1.0
239288,56,33088,0,0,4096,6,9,4,6,6376,262144,1.0
516592,56,320,502580,164,4096,6,9,4,6,1008,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4896,28,320,559248,126,4096,6,9,4,6,1584,262144,1.0
0,0,0,0,0,24860,1,2,7,4,0,2097152,0.0
0,0,0,0,0,20480,8,6,4,4,23904,1048576,0.0
4400,28,33088,0,0,4096,6,9,4,6,70256,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,0,2,9,4,1916,1048576,0.0
7360,28,1344,7248,112,0,6,9,3,6,1032,262144,1.0
0,0,0,0,0,499712,0,5,4,4,4444,1048576,0.0
16672,28,0,0,0,16384,0,6,4,4,1816,1048576,0.0
4240,28,320,7632,355,4096,6,9,4,6,1048,262144,1.0
4416,28,320,22256,193,4096,6,9,4,6,2816,262144,1.0
4096,28,1344,4192,2830,0,6,10,3,6,1016,262144,1.0
0,0,34112,0,0,32768,6,6,5,4,19568,1048576,0.0
5824,28,33088,0,0,4096,6,9,4,6,150136,262144,1.0
4512,28,320,146672,114,4096,6,9,4,6,1008,262144,1.0
4176,28,16704,25136,103,32768,6,11,5,6,2232,262144,1.0
72124,56,448,4800,1852,4096,6,9,5,6,5592,262144,1.0
4640,28,320,49488,170,4096,6,9,4,6,4456,262144,1.0
4208,28,320,7296,165,4096,6,9,4,6,1048,262144,1.0
4528,28,320,3093696,79,4096,6,9,4,6,1088,262144,1.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
4544,28,49472,0,0,106496,6,11,5,6,2216,262144,1.0
4960,28,320,310768,106,4096,6,9,4,6,1376,262144,1.0
29008,28,0,0,0,28672,6,9,6,6,816,262144,0.0
0,0,0,8273884,504,0,0,6,3,4,7356,1048576,0.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
4416,28,320,475088,1327,4096,6,10,4,6,1744,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4160,28,320,139856,55,172872,6,10,5,6,50448,262144,1.0
0,0,0,0,0,0,0,6,3,4,13732,1048576,0.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
0,0,0,0,0,17536,0,6,8,4,0,1048576,0.0
0,0,0,0,0,17452,0,6,8,4,0,1048576,0.0
0,0,32768,0,0,143360,0,9,4,5,200224,1048576,0.0
0,0,0,0,0,4096,8,6,3,4,111680,1048576,0.0
4128,28,33088,0,0,69632,6,11,5,6,88016,262144,1.0
76804,56,320,72440,1041,4096,6,9,4,6,1008,262144,1.0
7264,28,1344,7168,81,0,6,9,3,6,1032,262144,1.0
4608,28,32768,0,0,4096,5,7,3,5,45056,262144,0.0
0,0,0,0,0,12288,0,6,4,4,16,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
4336,28,33088,0,0,4096,6,9,4,6,2272,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4528,28,320,40176,109,4096,6,9,4,6,1032,262144,1.0
4176,28,320,78592,3493,98744,10,11,5,6,4104,1048576,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,33088,0,0,32768,0,9,5,5,19152,1048576,0.0
0,0,33088,0,0,69632,0,12,5,5,215568,1048576,0.0
0,0,0,29600,68,28672,0,6,4,4,1136,1048576,0.0
0,0,0,0,0,0,0,5,3,4,11132,4194304,0.0
0,0,0,0,0,0,0,6,3,4,524,1048576,0.0
4544,28,33088,0,0,4096,6,9,4,6,1744,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1320,262144,1.0
0,0,34112,0,0,8192,0,11,3,4,1480,1048576,0.0
4288,28,33088,0,0,4096,6,9,4,6,1000,262144,1.0
0,0,0,0,0,20480,5,6,4,4,0,1048576,0.0
5120,28,320,158144,166,4096,6,9,4,6,5584,262144,1.0
4336,28,320,16800,107,4096,6,9,4,6,976,262144,1.0
4400,28,320,17888,107,4096,6,9,4,6,1040,262144,1.0
11744,28,1344,11520,213,8192,6,9,4,6,1040,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
121416,56,320,117412,74,4096,6,9,4,6,5688,262144,1.0
4432,28,1344,0,0,4096,6,9,4,6,2064,262144,1.0
4544,28,320,48368,753,4096,6,9,4,6,1080,262144,1.0
0,0,0,0,0,0,0,2,2,4,5768,1048576,0.0
0,0,34112,0,0,8192,0,11,3,4,1216,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4208,28,320,7632,74,4096,6,9,4,6,1040,262144,1.0
4176,28,320,562688,2073,791208,6,10,5,6,976,262144,1.0
0,0,0,0,0,503808,0,5,4,4,4444,1048576,0.0
0,0,0,71488,453,57344,0,8,6,4,1020,1048576,0.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
4384,28,33088,0,0,4096,6,9,4,6,1872,262144,1.0
0,0,33088,0,0,69632,0,12,5,5,215568,1048576,0.0
154192,56,33088,0,0,4096,6,9,4,6,1056,262144,1.0
2037316,56,320,2022952,701,4096,21315,9,6,6,317768,262144,1.0
4992,28,320,286832,163,4096,6,9,4,6,45288,262144,1.0
0,0,0,0,0,0,4,4,3,4,0,1048576,0.0
362224,56,320,5212,370,4096,6,9,4,6,21728,262144,1.0
0,0,0,0,0,0,8,7,4,10,1256,1048576,0.0
32736,28,33088,0,0,4096,5,7,3,5,8544,1048576,0.0
4512,28,320,18656,164,4096,6,9,4,6,11856,262144,1.0
0,0,256,344016,242,282624,0,11,5,5,11608,1048576,0.0
878968,56,320,221712,61562,0,6,9,5,6,368680,262144,1.0
0,0,0,183264,233,151552,0,7,5,4,1440,1048576,0.0
446208,56,320,92760,75,4096,6,9,4,6,237632,262144,1.0
0,0,1344,0,0,0,6,9,1,6,5240,262144,1.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
0,0,0,0,0,20480,5,5,4,4,0,1048576,0.0
4784,28,320,167104,78,4096,6,9,4,6,159808,262144,1.0
116056,56,320,6852,85,4096,6,9,4,6,1312,262144,1.0
5056,28,320,174304,129,4096,6,9,4,6,1304,262144,1.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
5520,28,0,392192,3598,4096,5,7,3,5,27648,262144,0.0
33088,28,256,0,0,32768,0,8,5,4,1780,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
119264,28,33088,0,0,118784,0,9,5,5,1848,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
584072,56,16704,67316,164,606208,6,11,6,6,32368,262144,1.0
188864,28,320,230816,950,188416,0,10,5,5,1328,1048576,0.0
0,0,320,155056,79,118784,0,11,5,6,496,1048576,0.0
102728,56,320,4776,176,4096,6,9,5,6,50328,262144,1.0
0,0,0,0,0,0,1,2,6,4,516,2097152,0.0
0,0,33024,0,0,32908,0,10,2,5,0,1048576,0.0
41436,56,320,38328,114,4096,6,9,4,6,1072,262144,1.0
4240,28,320,8816,112,4096,6,9,4,6,1000,262144,1.0
4432,28,33088,0,0,4096,6,9,4,6,2088,262144,1.0
4544,28,320,418752,1224,4096,6,9,4,6,1032,262144,1.0
5136,28,33088,0,0,4096,6,9,4,6,2296,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,34112,0,0,147456,0,10,8,5,0,1048576,0.0
60740,56,320,6572,1826,4096,6,9,4,6,1040,262144,1.0
23809,28,0,0,0,16640,0,6,4,4,11438,1048576,0.0
4448,28,33088,0,0,4096,6,9,4,6,2072,262144,1.0
4208,28,320,7312,82,4096,6,9,4,6,98696,262144,1.0
0,0,0,0,0,0,0,6,3,4,10740,1048576,0.0
0,0,0,0,0,4096,1,6,3,4,11116,1048576,0.0
4416,28,33088,0,0,4096,6,9,4,6,2096,262144,1.0
4480,28,33088,0,0,4096,6,9,4,6,1992,262144,1.0
0,0,0,0,0,0,8,6,3,4,3500,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
1093156,56,320,179936,245,4096,6,9,4,6,181032,262144,1.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,1721544,262144,1.0
0,0,0,0,0,0,5,6,3,4,0,1048576,0.0
0,0,0,0,0,0,4,5,3,4,0,1048576,0.0
651768,56,320,104588,446,4096,6,9,4,6,271752,262144,1.0
5072,28,33088,0,0,4096,6,9,4,6,56928,262144,1.0
4416,28,320,210080,586,4096,6,9,4,6,2224,262144,1.0
0,0,0,0,0,0,0,4,3,4,0,1048576,0.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,16864,1048576,0.0
12336,28,1024,0,0,12288,6,9,6,6,1120,262144,1.0
343376,56,320,5796,196,4096,6,9,4,6,2391376,262144,1.0
0,0,34112,0,0,8192,0,11,3,4,578,1048576,0.0
4272,28,320,12960,501,4096,6,9,4,6,1312,262144,1.0
4352,28,320,16080,113,4096,6,9,4,6,1048,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4672,28,320,79200,105,4096,6,9,5,6,1040,262144,1.0
4304,28,320,17552,52,4096,6,9,4,6,1032,262144,1.0
2954884,56,320,2933068,2939,4096,21315,9,6,6,15072,262144,1.0
4512,28,33088,0,0,4096,6,9,4,6,1304,262144,1.0
73120,56,49472,0,0,380928,10,14,5,10,2176,262144,1.0
4160,28,320,64800,147,77824,6,11,5,6,984,262144,1.0
4784,28,320,57312,160,4096,6,9,4,6,1840,262144,1.0
4640,28,320,59280,222,4096,6,9,5,6,48048,262144,1.0
0,0,1344,0,0,0,6,9,1,6,24864,262144,1.0
4176,28,1024,16384,250,4096,6,9,6,6,1008,262144,1.0
0,0,33024,0,0,32908,0,10,2,5,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
4576,28,0,59536,91,4096,8,8,4,5,1088,1048576,1.0
5040,28,320,128704,107,4096,6,9,4,6,60944,262144,1.0
4608,28,32768,0,0,4096,5,7,3,5,25600,262144,0.0
4192,56,320,628048,15178,680708,10,11,6,6,1024,1048576,1.0
0,0,1024,0,0,8192,0,8,3,4,156516,1048576,0.0
0,0,0,0,0,20480,0,5,4,4,203424,1048576,0.0
0,0,0,0,0,0,0,2,8,1,27648,1048576,0.0
8144,28,33088,0,0,4096,6,9,4,6,271616,262144,1.0
4448,28,320,43344,181,4096,6,9,4,6,1008,262144,1.0
0,0,320,8624,71,8192,0,10,4,5,0,1048576,0.0
4240,28,320,54320,113,4096,6,9,4,6,1032,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
0,0,0,0,0,221184,0,6,3,4,0,1048576,0.0
4528,28,320,85632,832,4096,6,9,4,6,1312,262144,1.0
4896,28,0,180224,3940,4096,6,9,12,6,1048,262144,1.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
4912,28,320,150896,438,4096,1,9,4,6,11896,262144,1.0
0,0,34560,0,0,8192,0,10,5,5,436,1048576,0.0
4880,28,320,133200,186,4096,6,9,4,6,106736,262144,1.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
0,0,34048,0,0,282964,0,10,2,5,0,1048576,0.0
0,0,0,0,0,0,4,4,3,4,0,1048576,0.0
0,0,33024,0,0,233692,0,10,2,5,0,1048576,0.0
49632,28,0,0,0,49152,0,6,4,4,1992,1048576,0.0
0,0,1344,0,0,0,6,9,1,6,5070856,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,656,1048576,0.0
0,0,0,0,0,0,0,2,3,4,15660,1048576,0.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
61876,28,34112,0,0,8192,0,48,3,4,72292,1048576,0.0
7968,28,1344,7888,80,0,6,9,3,6,1056,262144,1.0
4096,28,1344,4240,180,0,6,9,2,6,1000,262144,1.0
4896,28,0,180224,3940,4096,6,9,12,6,1048,262144,1.0
0,0,1344,0,0,0,6,9,1,6,6916328,262144,1.0
0,0,34048,0,0,282964,0,10,2,5,0,1048576,0.0
178032,112,256,182800,248,143360,0,14,8,6,5776,1048576,0.0
0,0,256,0,0,0,0,1,3,1,0,4096,0.0
4224,28,320,8688,360,4096,6,9,4,6,1440,262144,1.0
4656,28,320,28352,167,4096,6,9,4,6,118576,262144,1.0
4176,28,1024,16384,344,4096,6,9,6,6,1000,262144,1.0
0,0,34112,0,0,28672,6,6,5,4,3640,1048576,0.0
4688,28,320,89424,188,4096,6,9,4,6,1504,262144,1.0
0,0,32768,0,0,28672,6,9,5,5,26664,1048576,0.0
0,0,34112,0,0,8192,0,11,3,4,1224,1048576,0.0
37108,56,320,17036,84,4096,6,9,4,6,5272,262144,1.0
0,0,0,0,0,20480,5,5,4,4,0,1048576,0.0
187484,56,320,11088,164,4096,6,9,4,6,2056,262144,1.0
0,0,1344,0,0,0,6,9,1,6,2627792,262144,1.0
5056,28,320,121568,274,4096,6,9,5,6,1000,262144,1.0
4288,28,320,10944,119,4096,6,9,4,6,1088,262144,1.0
0,0,1344,0,0,0,6,9,1,6,68104,262144,1.0
0,0,33088,0,0,233472,0,10,5,5,50652,1048576,0.0
5472,28,320,498368,161,4096,6,9,4,6,2296,262144,1.0
0,0,0,0,0,20480,5,5,4,4,0,1048576,0.0
4272,28,1344,16176,808,4096,6,9,4,6,976,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4304,28,33088,0,0,4096,6,9,4,6,2080,262144,1.0
0,0,0,0,0,499712,0,5,4,4,4444,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
146228,56,320,138884,109,4096,6,9,4,6,1280,262144,1.0
49632,28,0,0,0,49152,0,6,4,4,1992,1048576,0.0
4528,28,320,2587184,79,4096,6,9,4,6,1088,262144,1.0
0,0,0,0,0,4096,1,6,3,4,276,1048576,0.0
4096,28,320,161632,281,176540,6,10,5,6,102104,262144,1.0
0,0,33792,0,0,32768,6,9,5,5,2344,1048576,0.0
4384,28,320,20736,165,4096,6,9,4,6,274520,262144,1.0
0,0,0,0,0,12288,0,6,4,4,10656,1048576,0.0
0,0,0,0,0,20480,0,4,4,4,0,1048576,0.0
5024,28,320,212912,335,4096,6,9,4,6,984,262144,1.0
5040,28,320,227232,171,4096,6,9,5,6,8928,262144,1.0
4160,28,320,39968,88,45448,6,10,5,6,1040,262144,1.0
0,0,0,0,0,8192,0,6,3,4,90032,1048576,0.0
27092,56,320,5976,164,4096,6,9,4,6,984,262144,1.0
68180,56,320,64348,225,4096,6,9,4,6,3528,262144,1.0
0,0,0,0,0,16384,5,7,4,4,0,1048576,0.0
5488,28,320,165968,132,4096,6,9,4,6,646640,262144,1.0
106408,56,320,7564,109,4096,6,9,4,6,1288,262144,1.0
4432,28,320,41008,129,4096,6,9,4,6,1080,262144,1.0
5536,28,320,227888,163,4096,6,9,5,6,79160,262144,1.0
0,0,0,0,0,0,0,6,3,4,8752,1048576,0.0
0,0,0,0,0,0,0,32,5,5,440,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,33024,0,0,380928,0,10,4,5,0,1048576,0.0
193268,56,320,5388,5371,4096,6,9,4,6,2576,262144,1.0
0,0,0,0,0,503808,0,5,4,4,4444,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,0,5,2,3,4,0,1048576,0.0
0,0,0,0,0,0,0,2,9,4,2364,1048576,0.0
200688,56,320,4772,223,4096,6,9,5,6,1904,262144,1.0
4096,28,1344,0,0,0,10,12,2,6,1024,1048576,1.0
0,0,0,0,0,0,0,7,3,4,1300,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
4624,28,33088,0,0,4096,6,9,4,6,2064,262144,1.0
0,0,0,0,0,17538,0,6,8,4,0,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
0,0,33088,0,0,8192,0,10,5,5,249912,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,32768,0,0,8192,4,9,4,5,33680,1048576,0.0
168712,56,320,13252,13319,4096,6,9,4,6,1840,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,656,1048576,0.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
5888,28,320,1424816,165,4096,6,9,7,6,83008,262144,1.0
4688,28,320,365856,987,4096,1,9,4,6,1072,262144,1.0
4128,28,1344,4608,165,4096,6,9,4,6,1024,262144,1.0
4592,28,448,42272,232,4096,6,9,4,6,7936,262144,1.0
4624,28,320,100592,80,4096,6,9,4,6,1080,262144,1.0
4576,28,32768,0,0,4096,5,7,3,5,98304,262144,0.0
18876,56,320,5020,827,4096,6,9,4,6,1512,262144,1.0
0,0,0,0,0,0,0,6,3,4,4452,1048576,0.0
4512,28,33088,0,0,4096,6,9,4,6,3840,262144,1.0
0,0,33088,0,0,159744,0,11,5,5,262584,1048576,0.0
4864,28,320,375312,1140,4096,6,9,4,6,13640,262144,1.0
4128,28,320,60816,563,65536,6,11,5,6,56528,262144,1.0
4816,28,320,102208,180,4096,6,9,4,6,29312,262144,1.0
4272,28,320,22928,105,4096,6,9,4,6,1024,262144,1.0
4832,28,33088,0,0,4096,6,9,4,6,28560,262144,1.0
15500,56,320,8800,112,4096,6,9,4,6,1032,262144,1.0
0,0,34112,0,0,8192,0,8,3,4,576,1048576,0.0
4752,28,320,847296,367,4096,6,9,4,6,1032,262144,1.0
4688,28,320,33936,126,4096,6,9,4,6,95584,262144,1.0
656552,56,320,644092,8606,4096,6,9,4,6,992,262144,1.0
4496,28,0,339968,261,4096,6,9,10,6,13248,262144,1.0
24576,28,34112,0,0,8192,0,11,4,4,4464,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,0,0,0,4,7,3,4,0,1048576,0.0
0,0,0,0,0,0,0,10,6,5,8860,4096,0.0
7552,28,1344,7424,113,0,6,9,3,6,1032,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,33088,0,0,131072,0,9,5,5,275292,1048576,0.0
4736,28,33088,0,0,4096,6,9,4,6,1744,262144,1.0
0,0,0,0,0,221184,0,6,3,4,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
4512,28,320,82176,862,4096,6,9,4,6,1208,262144,1.0
4304,28,1344,16048,164,4096,6,9,4,6,1336,262144,1.0
36884,56,320,5252,1161,4096,6,9,4,6,1008,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
131072,28,0,0,0,169560,0,6,9,4,7513,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,0,0,12288,0,6,4,4,36864,1048576,0.0
0,0,0,0,0,17500,0,6,8,4,0,1048576,0.0
0,0,0,0,0,0,5,5,3,4,0,1048576,0.0
64108,56,320,60064,313,4096,6,9,4,6,378752,262144,1.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
0,0,0,105888,259,90112,0,9,5,5,1604,1048576,0.0
0,0,0,0,0,20480,4,7,4,4,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
12868,56,320,11128,239,4096,6,9,4,6,960,262144,1.0
0,0,0,0,0,36864,4,5,4,5,23552,1048576,0.0
4848,28,320,78944,106,4096,6,9,4,6,18360,262144,1.0
6912,28,1344,6800,112,0,6,9,3,6,1032,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
16720,28,320,21456,1376,16384,0,9,6,5,1572,1048576,0.0
24576,28,34112,0,0,8192,0,11,4,4,2536,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,34048,0,0,135468,0,10,2,5,0,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
0,0,0,0,0,0,0,6,5,4,12640,1048576,0.0
4592,28,320,132176,80,4096,6,9,5,6,1016,262144,1.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
82124,56,320,78144,1086,4096,6,9,4,6,1304,262144,1.0
0,0,0,0,0,17554,0,6,8,4,0,1048576,0.0
0,0,0,0,0,0,0,6,3,4,0,1048576,0.0
0,0,33088,0,0,16384,0,10,4,5,0,1048576,0.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
0,0,33088,0,0,0,0,10,3,5,1524,1048576,0.0
4528,28,33088,0,0,4096,6,9,4,6,2008,262144,1.0
32568,56,320,7136,181,4096,6,9,4,6,1024,262144,1.0
0,0,33088,0,0,69632,0,9,5,5,46676,1048576,0.0
4096,28,1344,4256,445,0,6,9,3,6,1000,262144,1.0
0,0,320,155184,78,118784,0,11,5,6,496,1048576,0.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4544,28,320,23360,190,4096,6,9,5,6,3248,262144,1.0
0,0,0,0,0,0,5,7,3,4,0,1048576,0.0
0,0,0,0,0,4096,0,6,4,4,148816,1048576,0.0
4384,28,33088,0,0,4096,6,9,4,6,2040,262144,1.0
4352,28,32768,0,0,4096,5,7,3,5,24576,262144,0.0
67500,56,320,5320,413,4096,6,9,4,6,1032,262144,1.0
0,0,34112,0,0,36864,6,10,6,5,2776,1048576,0.0
4384,28,33088,0,0,4096,6,9,4,6,2128,262144,1.0
4128,28,33088,0,0,16384,6,11,5,6,2056,262144,1.0
4464,28,320,39968,348,4096,6,9,4,6,1072,262144,1.0
4288,28,320,8704,60,4096,6,9,4,6,1048,262144,1.0
0,0,33088,0,0,36864,10,10,5,5,20096,1048576,0.0
0,0,0,0,0,20480,5,7,4,4,0,1048576,0.0
4528,28,320,29648,178,4096,6,9,5,6,1072,262144,1.0
0,0,32832,0,0,0,0,10,3,5,740,1048576,0.0
0,0,32768,0,0,28672,6,6,5,4,31738,1048576,0.0
8400,28,320,13344,175,8192,6,9,5,6,46552,262144,1.0
0,0,1344,0,0,0,6,9,1,6,1328,262144,1.0
0,0,0,0,0,4096,1,6,3,4,3992,1048576,0.0
4656,28,320,544832,141,4096,6,9,4,6,1128,262144,1.0
0,0,0,183408,96,151552,0,8,5,4,1584,1048576,0.0
0,0,33024,0,0,118964,0,10,2,5,0,1048576,0.0
6896,28,1344,6800,82,0,6,9,3,6,1048,262144,1.0
4288,28,320,127344,106,4096,6,9,4,6,1056,262144,1.0
0,0,0,0,0,123152,0,6,3,4,102400,1048576,0.0
345888,28,0,0,0,344064,0,7,4,4,877720,1048576,0.0
4560,28,33088,0,0,4096,6,9,4,6,2024,262144,1.0
4512,28,33088,0,0,4096,6,9,4,6,2344,262144,1.0
4592,28,320,62480,110,4096,6,9,4,6,1800,262144,1.0
0,0,0,0,0,20480,5,6,4,4,0,1048576,0.0
0,0,0,0,0,0,4,0,3,4,0,1048576,0.0
4672,28,320,42688,238,4096,6,9,4,6,1296,262144,1.0
